property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.883856,-43.918152",87,"$156,025.71 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.760101,-43.355194",124,"$109,217.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934837,-43.927746",141,"$374,461.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.949731,-43.937438",93,"$164,139.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|,Southeast,"-19.910908,-43.960365",85,"$112,962.61 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,,150,"$296,448.85 "
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.926863,-48.268448",122,"$146,383.32 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.939438,-43.960667",100,"$143,543.65 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Savassi|,Southeast,"-19.939168,-43.932169",200,"$436,871.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|,Southeast,"-19.919106,-44.008385",102,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970257,-43.969566",119,"$180,989.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,89,"$121,700.05 "
house,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.904825,-43.930565",175,"$199,712.91 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|,Southeast,"-19.945339,-43.92374",125,"$180,989.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.861416,-43.95372",110,"$215,315.48 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",120,"$218,435.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.935884,-43.955601",90,"$212,194.96 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.785501,-43.351969",90,"$174,748.79 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.921556,-43.939293",92,"$131,061.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.943071,-43.942486",142,"$249,641.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.878374,-43.929893",130,"$171,628.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",190,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.974228,-43.963299",150,"$327,653.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,140,"$171,628.28 "
house,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,,240,"$374,461.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.93634,-43.936415",91,"$360,263.37 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937017,-43.919189",90,"$193,471.88 "
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",100,"$271,484.74 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.93622,-43.932266",72,"$259,002.68 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.915315,-43.905856",74,"$188,167.00 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934837,-43.927746",105,"$374,461.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.881153,-44.001426",117,"$182,550.08 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.951052,-43.923973",154,"$202,209.32 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|,Southeast,"-19.941601,-43.926788",90,"$234,038.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Teresa|,Southeast,"-19.914442,-43.917872",160,"$210,073.02 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937532,-43.922264",85,"$223,116.76 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.785674,-43.360537",220,"$218,123.94 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,,90,"$140,423.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.86084,-43.953293",165,"$234,038.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.93622,-43.932266",90,"$131,061.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.944471,-43.950581",105,"$165,387.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.914993,-43.976551",60,"$156,025.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.975847,-43.964451",85,"$112,338.51 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,,110,"$218,435.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.944609,-43.944107",158,"$499,282.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.948599,-43.944378",85,"$154,465.45 "
house,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.896462,-43.997683",132,"$166,011.35 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.94371,-43.951164",113,"$274,605.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Coração de Jesus|,Southeast,"-19.946089,-43.953053",84,"$180,989.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.938866,-43.959209",80,"$121,700.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.939644,-43.956642",155,"$492,105.09 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|,Southeast,"-19.869192,-43.995974",152,"$173,600.15 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.960186,-43.947072",187,"$468,077.13 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.92643,-43.917072",90,"$149,784.68 "
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.935436,-48.29477",71,"$90,494.91 "
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,70,"$99,856.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968153,-43.969856",147,"$218,123.94 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Betânia|,Southeast,"-19.962202,-43.987785",86,"$118,579.54 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,,200,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.914993,-43.976551",100,"$209,074.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.939344,-43.947151",164,"$516,562.75 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.926748,-43.923454",66,"$213,492.47 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.869539,-43.916245",117,"$168,507.77 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.945051,-43.940212",212,"$185,670.59 "
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7936392,-46.5619166",97,"$205,163.81 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|,Southeast,"-19.915785,-43.959862",76,"$93,615.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.883299,-44.00061",60,"$79,011.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Itapoã|,Southeast,,64,"$85,221.89 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.923254,-43.950832",105,"$118,579.54 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,"-19.937393,-43.977985",97,"$112,338.51 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|,Southeast,,58,"$79,622.72 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.880031,-43.993712",95,"$109,217.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Bento|,Southeast,"-19.965652,-43.945553",171,"$464,956.62 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",120,"$212,194.96 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.951384,-43.956963",90,"$171,628.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",141,"$358,859.13 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.946831,-43.954407",220,"$199,712.91 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.777766,-46.559126",250,"$183,069.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.949446,-43.942451",100,"$118,579.54 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.950769,-43.936256",160,"$296,448.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",87,"$230,918.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.974228,-43.963299",150,"$358,859.13 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.873545,-43.937592",70,"$78,012.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",220,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.953047,-43.934128",135,"$216,875.74 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.94371,-43.951164",95,"$155,401.61 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.91897,-43.98877",86,"$168,507.77 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.944582,-43.950823",135,"$248,080.88 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|,Southeast,,70,"$127,941.08 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7965614,-46.5476084",140,"$123,098.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",112,"$209,074.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.949526,-43.958916",140,"$302,689.88 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.935631,-43.932206",72,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,138,"$483,679.71 "
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",62,"$179,429.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.841822,-43.939072",60,"$78,012.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,,130,"$187,230.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,,120,"$343,256.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.936342,-43.954357",56,"$165,387.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,"-19.930571,-43.913094",140,"$234,038.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.94332,-43.921644",170,"$327,653.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.943851,-43.945972",60,"$162,266.74 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.813911,-43.966324",71,"$121,700.05 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.747189,-43.386169",77,"$78,949.01 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,"-19.912306,-43.925755",85,"$93,615.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,"-19.927441,-43.915642",110,"$126,692.87 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.938793,-43.932907",176,"$193,471.88 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,,160,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.958302,-43.937965",100,"$202,833.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.945051,-43.940212",90,"$92,055.17 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.97974,-43.974335",99,"$149,784.68 "
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.897968,-43.973152",200,"$249,641.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.944452,-43.940056",59,"$127,316.98 "
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.89432,-48.261749",162,"$102,977.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972874,-43.971378",173,"$343,256.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.976337,-43.94408",178,"$514,884.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.874514,-43.918346",75,"$109,217.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.917564,-43.939598",54,"$78,012.85 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.935745,-43.919758",118,"$87,374.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925545,-43.939018",67,"$200,508.64 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",116,"$186,700.36 "
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7919127,-46.5996172",112,"$105,738.27 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925392,-43.940102",226,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.91238,-43.935436",65,"$93,615.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,,180,"$374,461.71 "
house,|Brasil|Minas Gerais|Belo Horizonte|Havaí|,Southeast,"-19.954792,-43.977425",120,"$134,182.11 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",68,"$85,814.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.979595,-43.966721",166,"$199,400.86 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934837,-43.927746",165,"$499,282.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.973091,-43.969785",87,"$154,465.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.91625,-43.918468",65,"$99,856.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.95405,-43.937145",138,"$337,015.54 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.930624,-43.957472",170,"$464,956.62 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.919086,-43.972435",80,"$151,344.94 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,,60,"$87,062.34 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.934652,-43.932949",160,"$499,282.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.925545,-43.939018",113,"$94,690.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",113,"$312,051.42 "
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.90115,-43.979439",79,"$121,700.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.949297,-43.955235",75,"$93,615.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.934652,-43.932949",86,"$131,061.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",83,"$390,064.28 "
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-18.512178,-44.5550308",116,"$104,160.09 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7954869,-46.5715533",113,"$101,003.72 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.942211,-43.957344",150,"$224,677.02 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|,Southeast,"-19.910908,-43.960365",164,"$209,074.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.940832,-43.91806",132,"$213,755.22 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",240,"$123,260.31 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",123,"$234,038.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.88744,-43.923004",130,"$271,484.74 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",70,"$165,387.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.947233,-43.954371",88,"$221,556.51 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.878374,-43.929893",126,"$218,123.94 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956898,-43.936726",109,"$312,051.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.949297,-43.955235",87,"$87,374.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,120,"$121,700.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.944471,-43.950581",75,"$121,700.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|,Southeast,"-19.943922,-43.92392",144,"$234,038.56 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.940149,-43.957771",75,"$140,423.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.947042,-43.960869",130,"$193,471.88 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.946577,-43.937794",100,"$215,315.48 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,"-19.933314,-43.919197",64,"$145,415.96 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.934652,-43.932949",90,"$84,253.88 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,,85,"$180,989.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.933792,-43.942642",146,"$505,523.31 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,210,"$312,051.42 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.933216,-43.979431",70,"$109,217.99 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.938972,-43.92263",146,"$343,256.56 "
house,|Brasil|Minas Gerais|Nova Lima|,Southeast,"-20.108986,-43.905514",140,"$215,315.48 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.943756,-43.932953",231,"$171,628.28 "
house,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|,Southeast,"-19.837467,-43.975677",110,"$101,003.72 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.855978,-43.955601",170,"$174,748.79 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.944958,-43.945988",140,"$263,683.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,108,"$159,146.22 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.934685,-43.921222",103,"$183,786.11 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,,75,"$78,909.15 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.944798,-43.953268",248,"$461,836.11 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7800655,-46.5649154",150,"$268,291.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,"-19.892963,-43.931",228,"$209,074.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",105,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,,75,"$212,194.96 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",105,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",140,"$305,810.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.947597,-43.931738",99,"$289,178.05 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.945493,-43.945925",140,"$241,609.24 "
house,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.926967,-48.237569",218,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|,Southeast,,70,"$102,976.97 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.946743,-43.957489",70,"$196,592.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.87273,-43.957291",81,"$154,371.84 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.952253,-43.937386",95,"$131,061.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.953848,-43.912674",200,"$205,953.94 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.8095282,-46.5698414",153,"$110,472.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",158,"$430,630.96 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.964045,-43.950996",110,"$156,025.71 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.897554,-43.92289",60,"$77,700.80 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.958302,-43.937965",100,"$249,641.14 "
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-19.978322,-43.932127",137,"$432,191.22 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.75814,-43.354282",213,"$265,243.71 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.760976,-43.347949",111,"$99,544.40 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.87273,-43.957291",81,"$126,380.82 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.873972,-43.929592",130,"$277,725.76 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925545,-43.939018",67,"$171,628.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.927441,-43.915642",100,"$134,182.11 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.9519,-43.9352",126,"$255,882.16 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|,Southeast,"-19.885906,-43.985767",85,"$152,905.19 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.929045,-43.966324",170,"$390,064.28 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Itapoã|,Southeast,"-19.839961,-43.956001",99,"$118,579.54 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.929571,-43.94274",59,"$237,102.91 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,,170,"$246,520.62 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Palmeiras|,Southeast,"-19.966087,-43.983047",108,"$107,969.79 "
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7928394,-46.573744",172,"$119,941.92 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.949526,-43.958916",69,"$152,905.19 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.958302,-43.937965",100,"$249,641.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.944889,-43.951225",80,"$140,423.14 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,,60,"$74,892.34 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.813911,-43.966324",160,"$154,465.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.939901,-43.958794",120,"$131,061.59 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.949953,-43.936035",78,"$106,097.48 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.944889,-43.951225",165,"$196,592.39 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972988,-43.960626",100,"$165,387.25 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Betânia|,Southeast,"-19.958912,-43.982014",71,"$99,856.45 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.948112,-43.943111",127,"$143,543.65 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.938253,-43.935932",100,"$361,979.65 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.919613,-43.963384",91,"$206,578.04 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.883171,-43.996708",174,"$224,677.02 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.949545,-43.953651",110,"$137,302.62 "
apartment,|Brasil|Minas Gerais|Juiz de Fora|,Southeast,"-21.778897,-43.338366",76,"$90,182.86 "
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937506,-43.917372",112,"$118,579.54 "
